#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
43000,85.99999999998097,-6051.114013294982,310.93403752155064,1.0263471150305752
43500,86.99999999997864,-6100.232175624026,281.19451785058106,0.988805988152354
44000,87.99999999997631,-6027.627412622462,273.26369258683474,0.9961213748351948
44500,88.99999999997398,-6054.161044411942,292.84077066666373,1.0355350714712634
45000,89.99999999997165,-5958.96259840295,302.84995745186103,1.0203645432009347
45500,90.99999999996932,-6174.855244445292,334.15978243113375,1.0499207516791536
46000,91.99999999996699,-6170.1494537611525,273.675578999591,1.0435696673394714
46500,92.99999999996466,-6203.690413200162,275.0963213441653,1.0259487385199242
47000,93.99999999996233,-6086.383667230788,288.40754071678896,0.9961979706117192
47500,94.99999999996,-6161.746819030018,312.42446621485055,1.0036091631707624
48000,95.99999999995767,-6198.537203532633,311.3049704565113,1.007708812600389
48500,96.99999999995534,-6201.921549547555,285.0389481034829,1.0490643200876948
49000,97.999999999953,-6266.613190078433,298.9269350589935,1.0464469639056986
49500,98.99999999995067,-6218.612900521692,324.27581171274136,1.0789721809124015
50000,99.99999999994834,-6215.887902531303,304.58755529103445,1.0451286790834604
