#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
43000,85.99999999998097,-5481.121514997067,317.8162158671951,1.0220652333231115
43500,86.99999999997864,-5442.10260644725,286.9997561459263,0.994082757238102
44000,87.99999999997631,-5491.5716443498295,299.41287357988796,1.0281379646928606
44500,88.99999999997398,-5404.79403856117,292.26353535779054,0.9970897413058126
45000,89.99999999997165,-5438.571388991235,295.8284601945287,0.9583342979289692
45500,90.99999999996932,-5381.623635477759,316.3143863540106,0.9758715634033643
46000,91.99999999996699,-5399.469645028623,290.32525607580016,0.9505726664905962
46500,92.99999999996466,-5428.987304633679,281.658081329724,0.9714103600711932
47000,93.99999999996233,-5488.974127736137,279.71785677105095,0.9907496933632038
47500,94.99999999996,-5402.410375012448,298.5974105281836,1.0184368595009756
48000,95.99999999995767,-5502.833304281106,311.0236347473794,1.0130536967107278
48500,96.99999999995534,-5398.713518770998,284.7905725965499,0.9847559109225358
49000,97.999999999953,-5498.997745262122,298.85579376744465,0.98912034404284
49500,98.99999999995067,-5496.990923847321,301.4080232523512,0.9898720492856496
50000,99.99999999994834,-5440.1467889422765,292.9012418840355,1.0181068421640362
